0.5000	Kôñha	Koŋha
0.5000	Kôñha	Koŋhà
0.2258	yom	yɔm
0.2903	yom	yɔ̀m
0.4839	yom	yɔ̌m
1.0000	.	.
1.0000	Ñudu	Ŋ̀udu
0.8108	suglu	sǔglù
0.1892	suglu	sûglù
1.0000	nlôgba	nlògɓa
0.7500	kon.	kɔ̂n.
0.2500	kon.	kɔ̀n.
0.8214	Kinje	Kinjɛ̄
0.1786	Kinje	Kinjɛ
1.0000	tômdetômde	tòmdɛtòmdɛ̀
1.0000	nu!	nû!
0.8229	jam	jàm
0.1771	jam	jâm
1.0000	nsuk	nsuk
0.6250	béna	ɓenà
0.2500	béna	ɓênà
0.1250	béna	ɓèna
0.6047	ti	ti
0.2791	ti	tı̀
0.1163	ti	tı̄
0.1250	libii	liɓı̀ı̀
0.3750	libii	lı̀ɓiı̂
0.3750	libii	lı̀ɓii
0.1250	libii	liɓı̄ı̂
1.0000	libaa	liɓaà
0.9250	inyuu	inyùu
0.0375	inyuu	inyùù
0.0312	inyuu	ı̄nyùu
0.0063	inyuu	ı̄nyùù
1.0000	lihôl	lı̀hòl
0.6522	ñgond	ŋgɔ̀nd
0.3043	ñgond	ŋgɔ̂nd
0.0435	ñgond	ŋgɔnd
0.6818	bañga	ɓàŋga
0.0909	bañga	ɓaŋga
0.1364	bañga	ɓaŋgā
0.0909	bañga	ɓaŋgà
0.2857	mut,	mùt,
0.7143	mut,	mût,
1.0000	ndi	ndi
0.1429	hee	hɛ̀ɛ
0.8571	hee	hɛɛ
0.5000	lôs	los
0.5000	lôs	lôs
0.5000	ñgwañ	ŋ̀gwàŋ
0.5000	ñgwañ	ŋgwāŋ
0.3778	nti	ntı̄
0.4000	nti	ǹti
0.2222	nti	nti
1.0000	yund	yûnd
0.7500	likil	likı̀l
0.2500	likil	lı̀kı̀l
1.0000	jéé.	jee.
0.6000	Wip	Wı̀p
0.4000	Wip	Wı̌p
0.5000	wap	wap
0.2500	wap	wǎp
0.2500	wap	wâp
1.0000	won	wɔn
1.0000	biyégha	biyègha
0.8000	bitôñ;	bı̀tòŋ;
0.2000	bitôñ;	bitòŋ;
0.6667	ñwom	ŋwɔm
0.3333	ñwom	ŋwɔ̌m
1.0000	ñwés.	ŋwes.
1.0000	Pulne	Pulnɛ
0.5000	nyuñga.	nyùŋga.
0.5000	nyuñga.	nyuŋgā.
1.0000	Matam	Màtam
0.5294	bee	bɛɛ
0.3529	bee	bɛ̀ɛ̀
0.0588	bee	ɓɛ̄ɛ
0.0588	bee	bɛ̀ɛ
1.0000	nséés	nseēs
1.0000	ñkokon.	ŋkɔ̀kɔ̂n.
1.0000	Jot	Jɔ̀t
1.0000	ntubi,	ntubı̂,
0.6000	waa	waa
0.2000	waa	wàà
0.2000	waa	wāa
1.0000	njôghe.	njôghɛ̀.
1.0000	ntaaye	ntààyɛ
0.8261	kii	kı̀i
0.0543	kii	kı̄i
0.1196	kii	kii
0.0909	koo.	kɔ̄ɔ.
0.9091	koo.	kɔɔ.
1.0000	Ñgôli	Ŋgolı̂
0.4528	yéé	yèe
0.2075	yéé	yee
0.2830	yéé	yeē
0.0189	yéé	yēe
0.0189	yéé	yeè
0.0189	yéé	yèè
0.7000	nuga.	nugā.
0.3000	nuga.	nùga.
1.0000	nsohbene	ǹsɔ̂hbɛnɛ
0.8012	me.	mɛ̂.
0.1925	me.	mɛ̀.
0.0062	me.	mɛ.
1.0000	biôñôl	biōŋol
0.5288	ndap	ndap
0.4712	ndap	ndāp
1.0000	manjoñ	manjɔ̄ŋ
0.4286	hikôa	hikòa
0.5714	hikôa	hı̀kòa
1.0000	;	;
0.2222	hinuni	hı̀nùni
0.6667	hinuni	hinùni
0.1111	hinuni	hı̄nùni
1.0000	mbedep	mɓɛdɛ̄p
0.1667	kop	kɔ̌p
0.3333	kop	kɔ̂p
0.1667	kop	kɔ̀p
0.1667	kop	kɔp
0.1667	kop	kɔ̄p
1.0000	ñgola.	ŋgɔ̀là.
1.0000	I	I
0.4390	mmal	mmâl
0.5366	mmal	m̂mâl
0.0244	mmal	mmàl
1.0000	bahaba.	ɓahàɓa.
0.1429	nyôl	ǹyôl
0.0714	nyôl	nyol
0.4286	nyôl	ńyòl
0.0714	nyôl	ǹyǒl
0.2143	nyôl	ǹyòl
0.0714	nyôl	nyòl
1.0000	miñkok?	mı̀ŋkɔ̀k?
0.3077	ntôp	ǹtop
0.5385	ntôp	ntōp
0.1538	ntôp	ntop
0.5000	hyémbi;	hyembi;
0.5000	hyémbi;	hyèmbi;
0.7500	jôl.	jǒl.
0.2500	jôl.	jol.
0.6757	bak	ɓak
0.1351	bak	ɓâk
0.1892	bak	ɓāk
1.0000	nhyôm.	nhyōm.
0.5000	nyep	ńyɛ̄p
0.5000	nyep	nyɛp
0.5200	moni	mɔ̀ni
0.4800	moni	mɔnı̄
0.0405	ha	hà
0.7027	ha	ha
0.1622	ha	hā
0.0946	ha	hâ
0.8333	bibañga	bı̀ɓàŋga
0.1667	bibañga	bı̀ɓaŋga
1.0000	Hinuni	Hı̀nùni
0.2500	nyék	ńyek
0.7500	nyék	ǹyek
0.8333	matjee.	macɛ̀ɛ.
0.1667	matjee.	màcɛ̀ɛ.
1.0000	Maéya	Màèya
0.7895	méé	mee
0.1579	méé	mēe
0.0526	méé	meè
1.0000	mon	mɔn
1.0000	ñééha	ŋeeha
0.7778	(i)	(i)
0.0702	(i)	(ı̀)
0.1520	(i)	(ı̄)
0.7692	nañ.	nàŋ.
0.0769	nañ.	naŋ.
0.0769	nañ.	nāŋ.
0.0769	nañ.	nâŋ.
0.6667	Tubul	Tubul
0.3333	Tubul	Tubûl
1.0000	tubul	tubul
0.5000	mapondo.	màpɔ̀ndɔ.
0.5000	mapondo.	mapɔ̀ndɔ.
1.0000	Gwegwe	Gwɛ̀gwɛ̀
0.9630	bana	ɓana
0.0370	bana	ɓanâ
0.2222	ndék	ndêk
0.7778	ndék	ndèk
1.0000	iloole	ı̀lɔ̀ɔ̀lɛ
1.0000	hyes.	hyɛs.
1.0000	Inyule	Inyǔlɛ̄
0.9667	ñgéda	ŋgèdà
0.0111	ñgéda	ŋgèda
0.0222	ñgéda	ŋgedà
0.6159	gwéé	gwèe
0.2976	gwéé	gweē
0.0657	gwéé	gwee
0.0138	gwéé	gwēe
0.0035	gwéé	gweê
0.0035	gwéé	gweè
0.5238	moo	mɔ̀ɔ
0.3810	moo	mɔɔ
0.0952	moo	mɔ̀ɔ̀
0.9412	(Mas	(Màs
0.0588	(Mas	(Mas
1.0000	22,10).	22,10).
0.7143	Nsañ	Ǹsaŋ
0.2857	Nsañ	Ǹsàŋ
0.3134	mbay	mbay
0.4030	mbay	mbāy
0.1194	mbay	mɓày
0.0597	mbay	mɓāy
0.0299	mbay	mɓay
0.0299	mbay	mbày
0.0149	mbay	mɓây
0.0149	mbay	mbây
0.0149	mbay	m̂ɓay
0.9825	nunu	nunu
0.0175	nunu	nūnu
1.0000	nyahla.	ńyàhlà.
1.0000	Kumblene	Kùmblɛnɛ
0.5455	mañga.	maŋgà.
0.0909	mañga.	maŋgà̀.
0.3636	mañga.	màŋgà.
0.8475	Man	Mǎn
0.1271	Man	Màn
0.0254	Man	Man
0.7143	ntômba	ǹtomba
0.2857	ntômba	ntomba
0.6364	nan	nân
0.3636	nan	nàn
1.0000	gaba	gaɓā
0.3582	ñgi	ŋgi
0.6119	ñgi	ŋgı̀
0.0299	ñgi	ŋgı̂
1.0000	hyes..	hyɛ̀s..
1.0000	(Man.12,5).	(Màn.12,5).
1.0000	Ñañ	Ŋ̀aŋ
0.0339	ndigi	ndigı̂
0.7797	ndigi	ndigi
0.1695	ndigi	ndı̄gi
0.0169	ndigi	ndı̄gı̄
1.0000	litéé	lı̀tee
0.3333	ndoñ.	ndɔ̄ŋ.
0.6667	ndoñ.	ndɔŋ.
1.0000	Kundus	Kundûs
0.3333	njék.	njèk.
0.6667	njék.	njêk.
0.0393	U	U
0.9607	U	Ù
0.3333	nsude	nsudɛ
0.3333	nsude	nsūdɛ
0.3333	nsude	ǹsudɛ
1.0000	sudsut,	sudsut,
0.6667	ñkép	ŋkêp
0.3333	ñkép	ŋkèp
1.0000	sudsut.	sudsut.
1.0000	Hosi	Hɔsı̀
0.6165	ñke	ŋkɛ̀
0.0226	ñke	ŋkɛ̂
0.2331	ñke	ŋ̀kɛ
0.1053	ñke	ŋ̀kɛ̂
0.0226	ñke	ŋkɛ
0.6316	ñgwéé	ŋgwee
0.3684	ñgwéé	ŋ̀gwee
0.6620	ñgandak.	ŋgandàk.
0.3239	ñgandak.	ŋgàndàk.
0.0141	ñgandak.	ŋgàndak.
1.0000	Matôa	Màtoà
1.0000	nsuhna	nsùhna
0.0909	tison.	tisɔ̀n.
0.9091	tison.	tı̄sɔ̀n.
1.0000	nyide	ǹyidɛ̄
0.8000	manyañ	manyâŋ
0.2000	manyañ	mànyâŋ
0.5000	gwalak.	gwàlâk.
0.5000	gwalak.	gwalâk.
1.0000	Liyi	Lı̀yi
0.3333	njañgumba:	njāŋgumba:
0.6667	njañgumba:	njaŋgumba:
1.0000	kôp,	kop,
0.7500	hohol	hɔhɔ̄l
0.2500	hohol	hɔ̀hɔ̀l
1.0000	njañgumba	njaŋgumba
0.8000	unda	undā
0.2000	unda	ùnda
0.3543	we	wɛ̀
0.5257	we	wɛ
0.1143	we	wɛ̂
0.0057	we	wɛ̄
1.0000	mayé	maye
0.0727	mu	mū
0.7091	mu	mu
0.2182	mu	mû
0.8710	ikédé	ikède
0.1290	ikédé	ı̄kède
1.0000	bot.	ɓɔ̀t.
1.0000	Ñwes	Ŋwɛ̀s
1.0000	waswas	wàswâs
0.4458	ndap.	ndāp.
0.5542	ndap.	ndap.
0.8911	Mudaa	Mùdàa
0.0990	Mudaa	Mùdàà
0.0099	Mudaa	Mudàa
0.5000	nhyas	nhyās
0.5000	nhyas	ǹhyas
1.0000	kuba.	kubà.
1.0000	Majô	Màjò
0.6667	mbéé.	mɓèe.
0.3333	mbéé.	mbèe.
1.0000	Hut	Hùt
0.2963	mut.	mùt.
0.7037	mut.	mût.
0.3333	kalak	kàlak
0.6667	kalak	kàlâk
0.8892	le	lɛ
0.1108	le	lɛ̄
0.2857	len,	lɛ̂n,
0.4286	len,	lɛ̀n,
0.2857	len,	lɛ̌n,
1.0000	ñkalal.	ŋ̀kalàl.
0.9355	Bôdaa	Ɓòdàa
0.0645	Bôdaa	Ɓòdàà
0.4545	ntip	ntı̂p
0.4545	ntip	ǹtı̂p
0.0909	ntip	ntı̀p
0.6250	gwal	gwâl
0.2500	gwal	gwal
0.1250	gwal	gwāl
1.0000	mbébbana	mɓēbɓana
0.3667	malép	malep
0.5000	malép	màlep
0.1167	malép	malēp
0.0167	malép	mālēp
1.0000	lituk.	lı̀tùk.
1.0000	Yégna	Yègna
0.8750	nye;	nyɛ;
0.1250	nye;	ǹyɛ;
1.0000	nlembep	ǹlɛmbɛ̄p
1.0000	ha?	hâ?
0.2500	Kot	Kɔ̌t
0.5000	Kot	Kɔ̀t
0.2500	Kot	Kɔt
0.4783	hyéé	hyèe
0.4348	hyéé	hyee
0.0870	hyéé	hyèè
0.5000	pilis	pilı̄s
0.5000	pilis	pı̀lis
0.5000	pôndi	pondi
0.2500	pôndi	pondı̂
0.1250	pôndi	pōndi
0.1250	pôndi	pōndı̂
0.4000	matôa.	màtoà.
0.5000	matôa.	matoà.
0.1000	matôa.	matōà.
1.0000	Bale	Ɓalɛ
0.8095	yi	yi
0.1905	yi	yı̄
1.0000	hala,	halà,
1.0000	ki...	ki...
1.0000	Biloo	Bı̀lɔ̀ɔ
1.0000	miéndi	mı̀èndi
0.9286	gwon	gwɔn
0.0714	gwon	gwɔ̄n
1.0000	gapémél	gapēmel
0.5000	biték	bı̀tèk
0.5000	biték	bitèk
1.0000	bem	ɓɛ̂m
1.0000	32,13).	32,13).
1.0000	Hikôp	Hı̀kop
0.7143	mboñ	mɓɔ̀ŋ
0.1667	mboñ	m̂ɓɔ̂ŋ
0.0476	mboñ	m̂ɓɔ̀ŋ
0.0238	mboñ	mbɔŋ
0.0238	mboñ	mɓɔ̂ŋ
0.0238	mboñ	mɓɔ̄ŋ
1.0000	ñgele	ŋgɛlɛ̀
0.5294	bôlô	ɓòlo
0.4706	bôlô	ɓolō
0.3235	yéé.	yee.
0.4706	yéé.	yeē.
0.1765	yéé.	yèe.
0.0294	yéé.	yeè.
0.4333	hiônde.	hı̀òndɛ̀.
0.5667	hiônde.	hiòndɛ̀.
0.9412	Sôgôl	Sogol
0.0588	Sôgôl	Sogōl
0.4762	loñge	lɔŋgɛ
0.1429	loñge	lɔŋgɛ̂
0.3492	loñge	lɔ̄ŋgɛ
0.0317	loñge	lɔ̄ŋgɛ̂
1.0000	téla,	telà,
1.0000	mpage	m̂pagɛ
1.0000	saanda.	sààndà.
0.6667	nsas	nsàs
0.3333	nsas	ǹsas
0.8182	suglu.	sǔglù.
0.1818	suglu.	sûglù.
0.2500	Ñwii	Ŋwı̀i
0.7500	Ñwii	Ŋwı̀ı̀
1.0000	(u)	(u)
1.0000	libél.	liɓèl.
1.0000	Kôy	Koy
1.0000	ntjeda	ncɛ̄da
1.0000	mintjep	mincɛ̂p
0.7500	bie.	biɛ.
0.2500	bie.	biɛ̄.
1.0000	Likabda	Lı̀kabdà
0.3000	bie	bı̀ɛ
0.6000	bie	biɛ
0.1000	bie	biɛ̄
1.0000	ntuga	ntùga
0.9333	kôy	koy
0.0667	kôy	kōy
0.2500	kwo.	kwɔ̀.
0.7500	kwo.	kwɔ̂.
0.5000	Litook	Lı̀tɔ̀ɔ̀k
0.5000	Litook	Lı̀tɔɔ̂k
0.9677	joñ	jɔŋ
0.0215	joñ	jɔ̄ŋ
0.0108	joñ	jɔ̂ŋ
0.3333	minla	minlà
0.3333	minla	mı̀nla
0.3333	minla	mı̀nlà
0.9143	loñge.	lɔŋgɛ̂.
0.0286	loñge.	lɔŋgɛ̄.
0.0571	loñge.	lɔ̄ŋgɛ̂.
1.0000	Biséla	Bı̀selà
1.0000	nleñel.	nlɛ̄ŋɛ̂l.
1.0000	Kus	Kus
1.0000	libañga;	lı̀ɓàŋgà;
1.0000	kus	kus
0.6667	ñkwee	ŋ̀kwɛɛ
0.3333	ñkwee	ŋkwɛɛ
1.0000	=	=
1.0000	kuh	kuh
1.0000	ñkwee.	ŋ̀kwɛɛ.
1.0000	Wee,	Wɛ̌ɛ̄,
1.0000	nhel!	ǹhɛ̂l!
0.8750	Hilo	Hı̀lɔ
0.1250	Hilo	Hilɔ̀
1.0000	nnél	nnèl
0.8509	nye.	nyɛ.
0.1228	nye.	nyɛ̄.
0.0088	nye.	ǹyɛ.
0.0175	nye.	ńyɛ.
0.3333	Libum	Lı̀ɓum
0.6667	Libum	Lı̀ɓùm
0.4444	ñgand	ŋgànd
0.5556	ñgand	ŋgând
0.6667	lôôs	lòòs
0.3333	lôôs	loōs
0.1364	yo	yɔ̀
0.8182	yo	yɔ
0.0455	yo	yɔ̄
1.0000	Woñi	Wɔ̀ŋi
1.0000	ntéémbaha	nteembaha
1.0000	nséhlaha	nsèhlaha
0.5000	bibép	biɓep
0.5000	bibép	biɓēp
0.3333	nyo.	nyɔ̂.
0.5185	nyo.	nyɔ̀.
0.1481	nyo.	nyɔ.
0.3333	Sañ	Saŋ
0.6667	Sañ	Sàŋ
1.0000	diliba.	dilı̀bà.
0.4565	wom	wɔ̀m
0.2174	wom	wɔ̌m
0.3261	wom	wɔm
1.0000	miñkôgô.	miŋkògo.
0.9437	Di	Dı̀
0.0563	Di	Di
1.0000	nséé	nsēe
0.4000	ligwéé	ligwee
0.4000	ligwéé	lı̀gwee
0.2000	ligwéé	ligweê
0.3333	Ntohol	Ntɔhɔ̂l
0.6667	Ntohol	Ǹtɔhɔ̂l
0.1481	ñwii	ŋwii
0.3704	ñwii	ŋwı̀i
0.4815	ñwii	ŋwı̀ı̀
0.6667	sôñ	sōŋ
0.3333	sôñ	soŋ
1.0000	Libuy	Lı̀ɓuy
0.5000	nyéé.	ńyèe.
0.5000	nyéé.	ǹyèe.
1.0000	ñkéy	ŋ̀key
0.2222	libadô	liɓàdò
